segment,ch0_psd_mean_asym,ch0_theta_power_asym,ch0_alpha_power_asym,ch0_beta_power_asym,ch0_alpha_theta_ratio_asym,ch0_alpha_beta_ratio_asym,ch0_hjorth_mobility_asym,ch0_hjorth_complexity_asym,ch0_lz_complexity_asym,ch0_lyapunov_asym,ch0_entropy_asym,ch0_fractal_dim_asym,ch1_psd_mean_asym,ch1_theta_power_asym,ch1_alpha_power_asym,ch1_beta_power_asym,ch1_alpha_theta_ratio_asym,ch1_alpha_beta_ratio_asym,ch1_hjorth_mobility_asym,ch1_hjorth_complexity_asym,ch1_lz_complexity_asym,ch1_lyapunov_asym,ch1_entropy_asym,ch1_fractal_dim_asym,ch2_psd_mean_asym,ch2_theta_power_asym,ch2_alpha_power_asym,ch2_beta_power_asym,ch2_alpha_theta_ratio_asym,ch2_alpha_beta_ratio_asym,ch2_hjorth_mobility_asym,ch2_hjorth_complexity_asym,ch2_lz_complexity_asym,ch2_lyapunov_asym,ch2_entropy_asym,ch2_fractal_dim_asym,ch3_psd_mean_asym,ch3_theta_power_asym,ch3_alpha_power_asym,ch3_beta_power_asym,ch3_alpha_theta_ratio_asym,ch3_alpha_beta_ratio_asym,ch3_hjorth_mobility_asym,ch3_hjorth_complexity_asym,ch3_lz_complexity_asym,ch3_lyapunov_asym,ch3_entropy_asym,ch3_fractal_dim_asym,plv_ch0_ch1_asym,plv_ch0_ch2_asym,plv_ch0_ch3_asym,plv_ch1_ch2_asym,plv_ch1_ch3_asym,plv_ch2_ch3_asym,source_file,class_label
65,32.40799660341606,1.8023966363005424,0.3508303941640446,0.1418452468493101,-14.316304476439647,2.0367277233397028,-48.59951940865525,,12000000.0,-13.32125156568603,36.83351476193478,99.26646506829692,146.64041523376667,-9288.21558721722,0.3634330644233067,0.1223120266051053,-51.421140715057135,-179.6565766284018,36.62712087792713,,12000000.0,-13.477020790564232,67.19778216736887,593.038302158243,-4.992547131342961,5.079438963252802,0.3229370364121547,0.1174071445741771,-2.7704940915219973,-5.233386369700055,-2.760451361418209,,12000000.0,1.1415657165933708,-24.37585557235481,50.70033237974774,21535726.21759616,1271.7666705498002,0.2073504137342568,0.0619366149711744,325.57048088680006,201122.0056220356,71319935.95688896,,12000000.0,20656.396318515,7202974.8047072925,2321758.91012771,-2.889302320059948,13.46460494071862,-193.68519067921247,-3.4027695425570004,-17.887365782914028,4.698953535870863,s00_features_asymmetry.csv,1
66,5.881583744039639,-8.878007197792655,0.4061741571299094,0.205961547118588,1.3967349002744969,1.6530957405719613,3.947595370848375,,-6.0000030000015,-3.6030880921656414,32.03732911101524,1351.1362925388094,18.05075380678108,1.971805037899554,0.285898523731307,0.1335202867044176,-2.7833461834062376,5.895470894365412,34.36545322080344,,-4.333334777778259,-13.02342759254894,-37.49959828528223,-133.24352864889286,-12.743570113545315,1.128823764829762,0.2775371727577669,0.1132651530407629,-1.1361721810536012,-697.5590903043028,-7.345354974109864,,12.999987000013,2.057488697367901,169.7239214083048,-135.62736750639806,43197328.75946278,148.29560819596787,0.3257145070368757,0.1693724596713639,4334.3183602834,300284.54135185044,85377750.9725344,,14000000.0,5557.5220732542,7336091.139822952,2155267.22825265,55.05828187574858,3.149798775594983,-8.320962553351595,21.012990340577296,-24.22634856566698,12.386523900482766,s00_features_asymmetry.csv,0
67,3.419522157471811,-1.7625861000284382,0.3178861800302604,0.2256437496377154,1.31340481991031,3.446352130446431,3.307313685512548,,-7.00000350000175,-2.109956108250453,109.60384067952695,70.49412296426605,-5.302303349174832,-6.686785123557813,0.4446776251447419,0.1470038490732002,-5.187813286735313,-3.0933979445317825,10.803806711415508,,14000000.0,-4.264416914701489,208.81152165859064,148.63438437308545,2.549564162856952,-3.69332302222406,0.2138065808230897,0.1169608678449187,3.351254165263267,36.87422899288939,3.2361703453059656,,12.999987000013,-0.8974399091897418,-346.7313424301242,-242.34903433097705,10970261.80455956,286.372107079,0.157664010871894,0.1105900743710169,1093.4761511358,149402.77866973283,101673094.73267771,,14000000.0,34170.376775283,6817403.953834298,2197617.580612055,-20.9143165521198,1.968178290515472,-5.088829247472644,34.34946390692696,-13.64515528472779,11967.450563606044,s00_features_asymmetry.csv,0
68,6.838082520824886,2.070465674894086,0.4867509293115745,0.2583367377316665,2.644172425592527,1.4725007971644544,3.204698643043708,,-3.666667888889296,-0.4834580161119776,59.41216330215234,127.91198926584258,-7.014264387794216,1.2139919953633391,0.5594778914758963,0.2730727216368852,-1.1935860561114362,-14.92099154362334,-6.82313510706672,,14000000.0,6.2364040902668645,180.20079159171425,-1083.4280095125953,10.226962948518343,2.3160430951826387,0.346309637979579,0.1499172441475459,-1.8344697952169824,-7.659149938408008,61.73931450994949,,-11.000011000011,-7.63228759470969,-291.7236008446385,-413.9214897421893,17733809.696421314,14.476223312113063,0.2971470232159689,0.0735935749244714,36069.797985502,286601.0261695492,81265512.13877581,,14000000.0,21535.4159643384,7489479.271486706,2234422.364847505,-4.063851176165626,-2.7469462532088587,-2.0023606421581857,-14.013236554291272,-7.987219525917931,-24.33765643583149,s00_features_asymmetry.csv,1
69,4.627606691551625,-2.9824747714190645,0.4126648158843226,0.3085658768249719,1.2644833370116575,1.8196254063622663,12.57483609508344,,-11.000011000011,-13.46073770076526,-72.26781836398017,-128.90034907081045,-61.4731005858542,4.215959686299748,0.4607544264006253,0.1465483367421384,-1.8717242513496632,-2.806391366226106,6.526791682917887,,12.999987000013,9.196627666620495,-382.0851109407466,1181.1839803945422,-3.663856417982393,-1.3165274715141022,0.3379905207010168,0.1301725763476442,1.3138811944538669,142.13062794417715,-9.85137899780549,,10.999989000011,2.873744486273397,-130.63996574175465,401.56074947292944,18028023.47323357,23.605599240017906,0.2116538485431839,0.0928649812347911,16531.84106798,202262.305921243,59352843.99931052,,12000000.0,13515.0764737674,7114543.362870994,2262149.675155789,-7.566958262437212,-27.926146736528885,-9.836157574980168,-19.76727064835424,-3.9621889305725104,36.89043779626623,s00_features_asymmetry.csv,0
70,23.546864164049524,1.446246833089862,0.4297899328801889,0.1503259523026532,-5.850672661866826,1.7818025079039526,-40.45959602884203,,14000000.0,7.548086556202244,23978.3173761927,42.48821206201455,5.851870830878105,-5.244108656870246,0.2999100207508543,0.1975435966531284,-34.34651471736453,-4.411826316746787,12.710997468614291,,12.999987000013,34.53068879889737,84.93014879430443,36.07613719373777,-495.1650139253816,-4.041384926427805,0.2748639739784338,0.1065102774681565,14.918244768028163,-5.849024181789921,-3.0668442798108955,,12000000.0,5.426401828597903,177.43101413225824,57.49130023980592,24118238.46819607,130.20560365757365,0.2205367944297654,0.056418580545142,3336.2699965574,214486.2884591352,54757499.81290377,,12000000.0,11125.4003550672,7251690.511692328,2150488.3978070407,-13.31778435098207,184.78699355651167,-31.027265500737155,-20.312662173499103,-10.404740950499944,-7.979190941717396,s00_features_asymmetry.csv,1
71,6.371978531916241,-4.608739951269266,0.4031483896048496,0.1408845737579275,1.672100513039015,2.453671473983664,5.480772892961578,,-13.000013000013,-2.52764254169331,-254.7833466527813,-109.1124120253812,3.792528227750576,-8.261348368229866,0.513836569777297,0.1985085779570915,-3.233011580157093,-2.6548162293579094,11.968905769755748,,10000000.0,4.463288126525144,7702.102320454083,206.18771945843332,7.049246301993137,-1.709597066597512,0.3122813849506196,0.0884227815543959,1.5446981391355203,10.796609702988489,10.216852552075672,,12000000.0,-1.017752247014058,-100.9412611895738,-590.7819252176524,16692030.549976366,271.18267946320003,0.1701163466110692,0.0936290858449489,1245.4402083274,162508.58164058562,89454122.83221804,,10000000.0,3187.0813617058,7451869.35468408,2214728.6698473133,-6.611382897390916,-6.523601649579237,-11.978886427952776,-370.90234776826856,-20.37420612152656,-21.683235263736982,s00_features_asymmetry.csv,0
72,-5.395016049649464,4.730204362893423,0.612913769968164,0.2703295094083395,1.3916266223348956,1.292271334188145,-5.915593074505607,,10.999989000011,1.6427921487472124,-40.557588131538274,96.06397552860749,6.15613282902319,6.736856425052252,0.2398469878561721,0.0602172037473266,49.93349300453741,6.037442353412151,5.127920694041137,,10000000.0,-43.3609958556241,-48.82690472682151,-80.13685386536083,-2.251468997397161,18.839766319534974,0.1707555614744348,0.0933512312221186,14.482169831572154,9.329667110306085,-3.648789665785078,,8.999991000009,2.300705713777365,-147.18289191189183,100.02708526100687,13397791.753305418,170.3019294284502,0.2075072805377919,0.0943277692455829,2408.6472069826004,198161.2272777532,92435324.5861825,,10000000.0,-3581.9916785914,7436089.692878368,2280202.5937423194,-4.859805276050607,-6.635479793837175,-7.040952575927389,-520.9284931507517,-6.488666440586244,27.912018173441293,s00_features_asymmetry.csv,1
73,127.85713799335812,4.901335021747061,0.5285260823915112,0.2624226764822609,1.8944986187434008,1.6213477595136898,7.896608437361318,,-7.00000350000175,-4.709848966591004,122.57935889228628,-284.6194468086788,6.426432619614087,-6.482367462222467,0.3534454006479944,0.1209966155628319,6.331320387751449,-106.36355638972483,9.39658849181334,,12.999987000013,8.474273845559772,1061.2756922451715,-1456.2601121590783,-25.088802534739,-3.837763486284559,0.3453751087212258,0.1468517136917711,-17.65599941456155,-3.40772047328928,8.217042300135809,,14000000.0,4.455422245968512,-1080.0834310360776,127.06256110305952,34631787.02077254,82.56877601666328,0.2412988174614484,0.1065198915645184,5706.5699381506,229097.11740935425,65442139.12812749,,12000000.0,19369.2819322764,7419299.180676221,2110628.464119118,-12.244648422644318,-28.702311925243425,-16.961309321715405,15.116467386202082,-21.404598827662568,19.63542695466344,s00_features_asymmetry.csv,1
74,-11.621582449744787,-1.271648098259117,0.5803606794965996,0.3357214627428892,1.028552799981328,1.3771767621988489,11.605690523469727,,12.999987000013,4.327913698542693,-1142.4386561611827,322.390886053448,11.507348836229667,71.23125488684484,0.3320859489581234,0.1587796072543088,5.687507500591424,6.045541742535887,-159.89251384209743,,12000000.0,-0.3988945879831769,-158.38174561173798,-1541.2403379147188,-6.762697156334637,-2.2819863787437646,0.2885497074379816,0.0939934617716707,2.4081991018990867,-40.39226485931017,-6.064560241748175,,-13.000013000013,-4.164087326494321,-198.81916696127627,119.8593443523254,24381273.964993987,63.64877906008577,0.2638629308158444,0.0842293741525598,8038.624163119201,253199.512575846,58577228.78968302,,12000000.0,11532.220432302802,7514388.113294656,2111767.344852063,-28.99727315760699,50.81239030830951,-18.673517567092585,-189.0056827737914,-8.413198787271233,-22.2724952178306,s00_features_asymmetry.csv,0
75,8.562042279817167,-2.318029961469443,0.4732521498758258,0.2880880640552655,1.1861055682137582,1.64901059827185,8.902642459369389,,-6.0000030000015,-4.474763262407762,527.5896085832719,114.57206989297374,11.49524748804084,-1.6266910968482595,0.4975331859597539,0.1609891605714648,1.6148343340417326,23.69223718451453,-11.54334706344503,,12000000.0,-36.326284380624685,-179.2098074147402,994.4505837889834,-2.614494882313052,-1.7296656937502868,0.3467100045172516,0.1779908390382241,1.6843988655387094,-62.54120255843502,-3.727688599010422,,14.999985000015002,2.3484746062445385,45.42524072593413,-249.79378160538005,15871087.55565718,184.5860553061217,0.1748653297806451,0.0620570870565392,1874.3665435634,169602.801860597,136437769.28582066,,12000000.0,18144.4992865,7335045.5914097745,2132086.6602088218,19.419857984890367,-3.4756065303103,11.28566325201484,10.030653007645476,-7.594430232055094,-6.117495538749843,s00_features_asymmetry.csv,0
76,-7.637869914610631,-26.731256170885963,0.4673769653893817,0.1987494660057153,2.193957062152106,2.5695569322288936,4.573569864753888,,10.999989000011,1.071664995201369,-348.7288321047654,393.4783384066173,21.83249585476515,6.774845095416668,0.2732378290400295,0.1232868173994106,-3.1938786015764107,-5.519268808172276,3.3339350031784063,,12.999987000013,-8.139003016717677,1384.2641803302663,-1638.089423859452,16.296893727986372,-1.2835035422125594,0.2702373440500117,0.0727343541359264,1.397440810758582,-6.922312001255317,5.923203821001679,,10000000.0,-0.7122172575415302,-339.0751281969398,302.5830010107126,32597778.938112143,99.2348363075088,0.2497179942125453,0.0775786133450563,4933.4399762154,240393.3045984534,51192681.18265376,,12000000.0,16875.9252134704,7500908.280470277,2120159.033653264,-7.285679767064749,-13.385864149344073,-15.77050846541013,-6.8829689346337215,-13.323560547380552,-14.9447017733615,s00_features_asymmetry.csv,0
77,8.58202982645867,-2.2428379436991093,0.5860435945295466,0.3511404647689646,1.1074053219584925,1.4640101990583247,24.94586954403688,,14000000.0,-20.58126065036656,-116.76469131199896,372.9561723003469,-15.306711092374227,-14.572633143375226,0.4041795822068121,0.1893019835934502,-4.922992495414718,-4.024420124201829,-4.272634019063998,,12.999987000013,5.554674834709761,-157.5716677937436,1509.876794045642,7.525514307553254,-21.157026158911272,0.3417087709966142,0.0817881634120879,-3.852029622324297,-3.248070269433688,25.20955036767393,,14000000.0,-3.267453644442761,-267.0755662524928,-135.51129711419125,15701172.001308331,266.28767014,0.2891234094272199,0.1048956205408794,2155.32386767,274715.1988020442,143696859.18998066,,12000000.0,19551.4714638052,7438082.238915598,2172253.949007176,-2.737802377846512,-6.3746241562603485,-11.426898154957104,-7.375739552495636,-1.7349963389281695,-34.58094466760252,s00_features_asymmetry.csv,0
78,-4.366846287092535,3.651909374749902,0.503659737340487,0.214375904307926,1.807980638956917,1.4782900792923286,-6.307651649134403,,14000000.0,-2.523214510997099,325.8969282207165,67.50871942696826,-23.889315087488924,2.4704288930430818,0.3904770426589211,0.1640552542392244,-1.8763314646320788,-5.708818232250934,6.569812914432728,,14000000.0,-2.068787213542812,-65.44583736162119,144.54780303128516,-3.601970257967381,3.4914359458140467,0.261102688950982,0.1027348475576166,-3.704283550163094,87.80571838892311,4.814727788761767,,14000000.0,16.157681207500836,297.5480676479652,70.52024247753259,30062387.5596054,129.26354823097057,0.2060635640126329,0.0797610432928482,3139.6921200094,198160.8076343002,119408997.13925254,,14000000.0,-1026.612767136,7221378.420887456,2112664.5788287786,-10.929638316848242,-4.452510855008044,-17.846332127319528,-18.38653874911202,-11.377260648090507,-24.30208081808238,s00_features_asymmetry.csv,1
79,2.9160790817632485,2.1460980884897776,0.295739043900798,0.1657156162184988,-5.371821193236608,3.718119044932109,-12.7388985503551,,12000000.0,-10.477426371673344,-341.90131800017826,831.3098695709191,-4.158028923003656,-11.248121339816777,0.4902163476741444,0.2433654959437952,-3.311593093057789,-3.0490108853649565,24.26113482043249,,12000000.0,4.106565842872552,-173.66022579941998,186.2855171015486,-7.09292101652871,-4.595169106551478,0.2273365214163711,0.0723618167407355,3.733950854554172,17.661330676651122,8.4296974413518,,12000000.0,-2.777219789800423,34.88450655645382,124.38774832530218,7607243.20607117,200.6664836926,0.2416909433219063,0.0846418690427682,2385.1101466624,231877.6638913874,95960838.38669091,,12000000.0,6207.5566665742,7227638.255026288,2211706.025201442,-3.425126402959021,-3.135034767055608,-3.1873743119549887,7.295120337494283,-3.999707609891077,-3.667467192280635,s00_features_asymmetry.csv,1
80,-8.300263640356844,10.021039475958933,0.5919511220270232,0.3459133562461128,1.4007825961095015,1.457954512463582,-13.987292846283037,,12000000.0,1.023672629040501,46.71131193598184,102.73419329209032,8.960552693547905,-2.045710191402637,1.0456134945558722,0.1799845792815134,13.783033528586362,-2.337368104503551,3.207057626802821,,12000000.0,-0.538414847246797,472.5725477812848,85.71089035786227,-3.542208161146029,-6.729395055068268,0.3700045979332357,0.1466514145162441,14.403751424580223,-11.928017420946766,-3.58767869340387,,6.99999650000175,0.1355550194273776,25.760154008541583,96.97333322785803,23456207.27143714,248.5747132422,0.2877210648203676,0.0967868081714798,2296.4892274828003,274439.97997228644,56020737.037010685,,12000000.0,12894.8376346414,7216568.106441626,2123024.065470078,-5.729391278402572,-29.93644103575095,-8.65920908821919,-4.134068053135176,-7.466936981388778,-10.269512748459729,s00_features_asymmetry.csv,1
81,2.643525911753477,-3.3316455680705355,0.6510085317783905,0.2044905337642969,1.099186596305811,1.2215336786574458,4.042728097139721,,12000000.0,-2.76467585505772,-133.93346798504257,-51.893392937326965,2.8251456116510822,-4.622201322412577,0.3570719475034701,0.1448079408074928,-10.81408223909589,-3.365556391282768,9.67397932889845,,12000000.0,-88.54609619171868,-69.16113149265712,330.6850514191292,3.148842659449534,22.5713369796138,0.3709999207703626,0.1061675248460558,-2.6869678789457208,-3.076833383112353,4.772557617389697,,-13.000013000013,-7.546433025948611,26.10125742272235,-216.84407546280767,9698484.73192069,162.7786304222142,0.2947845837429659,0.0566881541548859,3577.9467639418,286659.48519949144,60546203.62740057,,12000000.0,13643.2899323602,7319120.089296021,2221011.488713068,96.38159643524747,3.2891777261873973,-3.4003513697125,5.664102581691636,-2.0511483756364792,-11.330324230867678,s00_features_asymmetry.csv,0
82,2.9494033631604184,2.6317134146074284,0.5406962149958957,0.298377707712235,1.921047176159609,1.4216849025698188,5.809334114863475,,12.999987000013,5.392469143561919,-50.656665002385225,-220.39483454190045,54.66629380606477,-1.3773854021422511,0.6161488400293262,0.1996909793984077,1.96306314759722,-3.2169569574139008,13.753258036952362,,12000000.0,-298.2053843489492,609.6792725586093,257.07295717555,-6.73135518032268,-1.1517662398606998,0.3509094932587783,0.1760263056816144,1.081927975108312,3.433965887996716,5.294251494098856,,-11.000011000011,28.138935460617667,115.32481127195618,-669.345219304327,37980174.18174741,316.8833054352,0.2495337209625934,0.1223374000634525,1565.0472552770002,235149.9068481128,78894832.93248038,,12000000.0,13160.019902508002,7128192.757632572,2134621.6227472737,-11.151944558821166,15.0482279655225,-7.778179244023736,-29.95439683195982,-26.77226391568277,-23.99096934738975,s00_features_asymmetry.csv,1
83,-44.73222391002004,1.4689625211794857,0.2737428603426657,0.1554935463069869,-1.7102555310619365,7.6136306349944896,4.3784228219703225,,12000000.0,1.8118643020977807,-54.583873234393046,248.36165727408573,5.72113855685194,7.547670004432776,0.3228855266659605,0.1742424616844518,-3.629751031994636,-5.943634886747985,-34.82156882898301,,-6.0000030000015,-8.175070740204767,-61.95307780716336,-142.6604142470407,-9.165837717752732,-1.719185906470032,0.2499382952926952,0.1314164869788035,3.195721321450342,-2.988144773829995,18.15829494518796,,-13.000013000013,-3.628023885910487,-54.01949663245461,-97.08488279449811,16976913.578715537,361.1073983116,0.2447078526766555,0.077842032927056,1347.8538515846,235540.3816063298,194077970.170238,,14000000.0,8196.4695217616,7333566.86651336,2246256.066630805,-5.462016017072491,-36.98261438748396,-4.329368162983955,-4.753810858557992,-8.243046027293286,-10.103428295867689,s00_features_asymmetry.csv,1
84,-16.16862657970479,5.2162785862693655,0.4067438958692961,0.1452358849274176,11.1338309036763,3.8066061783321232,59.78829007302007,,6.9999930000070005,2.146181125423857,227.1127156196281,141.2704273485089,2.505945595458794,-1.532552692263229,0.3509348802044302,0.110293957052975,1.4370140083347689,13.010576493397966,10.11492504759294,,-4.000002000001,-2.104815636657269,125.79892966511504,576.9563847258365,3.7056264843889895,-2.2506292461423456,0.3434115979199504,0.0750381645999294,5.200193455910524,-3.4784849854232447,8.023195807308916,,6.9999930000070005,1.0903222713652403,-109.9259250867614,120.20767926543972,25345254.15818742,157.43576507010437,0.2355059739063199,0.1206301245615018,2954.2427171564,222109.42981394945,349137589.4772385,,10000000.0,7918.8042569646,7238237.177739294,2214649.517273056,115.24775536978711,235.92802302527323,286.92046621714405,164.17168726045014,-87.13073095411939,291.7124034301004,s00_features_asymmetry.csv,1
85,12.962340187216276,-1.6578041154089982,0.5811422415303559,0.3686439101959808,1.0872700511120628,1.653402368544729,47.15636664037811,,6000000.0,2.0818463705322694,57.30137781342947,123.00039540769814,-35.58639949306498,2.4818329442047005,0.3531954685614117,0.1513672596503029,-1.8853250944192108,-6.430852891448631,-22.48979528622932,,8000000.0,1.2975620961415104,-48.595783695206144,761.7220894327329,8.49324211469842,3.916381596135428,0.3408613132561289,0.0977719977287996,-1.6600094661480225,-2.496526666927635,-13.014458408887783,,-9.000009000009,0.1694572290096207,-239.04513374567964,56.43368190438801,29812650.64392013,178.1517830113469,0.3347278079538844,0.1207867146813276,3716.0643359582,315663.810638479,252603967.49574012,,8000000.0,-1728.5135384684,7412345.849064062,2179672.058612409,-22.99386407120232,12.93176285389312,-58.01748306664557,-12.93176333008562,-16.31947265420401,-15.938251373943745,s00_features_asymmetry.csv,0
86,-2.8975724737008663,-3.5620898629718662,0.3586933363847798,0.1411726535179849,1.999899539646309,4.370874669211285,31.7784230215859,,12.999987000013,2.385015361819273,-52.56978815004973,25.832605548693987,2.248189329063012,-1.7371698775207034,0.2457634303298581,0.0978283639370734,1.4842451934849032,6.635439370793483,3.3049190732132336,,8.999991000009,-1.006618483195113,-32.23813345766892,110.57714891188796,30.593001818286865,-3.2265698153642504,0.2731316847269746,0.1437636057887369,3.098570744144564,32.223726897535975,-39.468393064925735,,10.999989000011,-4.358735424317271,-49.56384741938923,77.37504486258608,18958429.099125545,226.48912844140003,0.1942795940938479,0.1632628106696017,1700.5587567256,179617.1904177578,139235239.08744597,,8000000.0,-7316.6159782198,7478825.224795427,2178233.857677757,20.27701358309871,-5.151958020964318,-24.779521216161555,11.129343441393448,-4.673797258602338,-49.58673044747128,s00_features_asymmetry.csv,0
87,3.4293926026345734,3.63458003453944,0.664509716100331,0.2460863883109995,1.611031388662406,1.390845478243921,2.067336921658446,,8000000.0,2.799133739702209,149.62250366620398,205.4023535851448,4.43426826201284,6.467459290855095,0.9563986560456014,0.296473239335391,-1.5339592811135914,-1.9168453553621765,22.79843664454709,,8000000.0,-4.619647027745004,38.50743960857117,-296.4381286072488,-3.750393886962319,2.969640585674791,0.3501237979755612,0.1281151767415205,-1.9249454030374693,-4.435807440737007,-2.561294174134128,,8.999991000009,0.8247822314985366,-109.35547893185571,1058.072091126521,23117117.818995617,98.59325098827723,0.2990379017156778,0.079544368622699,5945.4863776204,287599.4436355626,155920231.90529594,,8000000.0,-9655.0656412934,7178150.550331594,2229946.2481169696,-105.5776871260902,-4.8234664161755765,-43.74836309422432,-7.605238442830983,-26.605237450513407,-8.916861459984185,s00_features_asymmetry.csv,1
88,2.215662047893308,2.819082824485267,0.5503400086753508,0.215537869520127,1.7265759113102372,1.3615195578132198,1.783414223408936,,-5.00000250000125,6.909238012413972,78.94675206395644,477.9121607470045,4.160701261033686,6.394826485029993,0.3432582906398814,0.1222776360193697,-3.739720345494801,-8.31725610902746,8.613951284835723,,12000000.0,2.7191936596052018,-953.6846064109284,93.8099448677374,5.880823358158867,1.6503174635415832,0.3523020235481578,0.1551635437567082,-1.4098469809209886,-5.657306834704404,-7.728373742949517,,12.999987000013,-3.284793148952387,106.76616254603942,180.9460556998729,12636225.502049532,106.63621807405274,0.2538314249658768,0.0793458614578286,4673.053415627,244145.4590800162,71154653.61256057,,12000000.0,5187.6660800992,7427731.24607112,2211962.1717638504,-1.4046663486650683,-1.5186439070904356,-3.75023726744965,-160.8786544235881,-2.86562989114713,-3.187070634827092,s00_features_asymmetry.csv,1
89,8.04589124902574,-2.526271006333499,0.5463603854077621,0.2538045418075282,1.1413384863650706,1.4700312609507482,2.181113281275631,,14000000.0,-1.7472884378372728,-239.3722672454103,-170.3530994040428,28.333924523507648,-3.699725563892963,0.4884105954524536,0.1651577360079329,-6.255436194279594,-2.6031568158963228,20.12334196548433,,-15.000015000015,-27.37862998250616,186.53782607116892,-102.53441623234858,1.9654664140595577,-9.602192181600753,0.2733323136465395,0.0937937626704778,5.548071497763843,11.993412284650525,2.8944650878050124,,-3.666667888889296,-1.1204150182203525,-51.710243866993615,-126.98907005632093,15481684.847172037,407.3083227778,0.1928197116712978,0.1009711977562453,942.1734225324,183552.9319747188,73427439.72685173,,16000000.0,15332.8085573496,7410757.500656316,2250316.2148163435,-3.559021971204993,-2.9206998612295694,-3.9200378281472985,-4.745427149524442,-13.304804042833563,-2.3237204504148345,s00_features_asymmetry.csv,0
90,3.028889596527161,1.3757769517528091,0.6648836843310061,0.3251728154249644,2.114443164154717,1.1640872101725217,3.3876843061282504,,-5.00000250000125,-0.5239957226294613,-109.2691507016414,-354.7408550736005,3.700731087047152,6.341622348425655,0.5607463941923064,0.2002313490426921,-1.7303229936294904,-2.255202901208844,-56.612302400551904,,12000000.0,-2.183580143191404,-54.555832453980656,5056.917834203659,69.7706328426218,1.8970035701009669,0.2082564769219555,0.0776024639964957,-2.8643410302008303,4.540351497316638,-5.95588841006557,,-7.00000350000175,-269.33280847436856,-54.174574572517066,-168.84033009735057,11156141.895770198,94.35092050931726,0.3576965771671649,0.0721961647795933,7424.8709877674,345234.28162527346,90489389.38343772,,12000000.0,26057.1731678402,7612360.906407294,2222378.946930636,-5.975082721256369,-1.8620825040491689,-1.8728778012225065,-43.12211987671905,-7.149454860547545,-22.29819369742818,s00_features_asymmetry.csv,1
91,3.5340030799609594,-3.625026231252337,0.4400984157505117,0.2020494181984561,1.2972086599115191,1.7043522398044364,-14.10142641050248,,14000000.0,3.1409903240514105,67.07650630933516,-455.7905851958579,-42.1355463636334,17.356805279008285,0.4548658484449782,0.1843002138131561,-9.21353544249096,-27.794780204090145,-5.061462008258203,,14000000.0,2.018020547145253,-550.2623966712482,-184.4254831475028,21.825592352047583,11.416477892248874,0.2667288493389175,0.1159248378403849,-3.907140638597282,-5.514314091529043,-3.676173411696449,,-13.000013000013,0.7159657926304999,24.87033683666616,-57.88570744297668,21340316.57743681,148.46527530506287,0.2913424079614536,0.108892260115056,3872.5534163382,276298.9968444936,91074407.61670026,,14000000.0,6488.496927039,7111675.17374504,2158613.128494154,-8.52512296719094,-4.347458469045438,-8.978488675930585,-17.77329841586248,-8.11756836759286,-6.91955365308391,s00_features_asymmetry.csv,0
92,-153.1023317091297,-3.8619643258624734,0.4265803930298147,0.1486998251554049,1.6178794060201125,2.541506017310642,8.306717828918615,,-11.000011000011,22.784046150503634,-2015.65268888798,152.606065339564,-6.418997658366116,3.265511233621824,0.4152925773464004,0.1220591624977174,-1.9056504730854864,-3.933557571853645,-30.140918532839503,,12.999987000013,2.238762859057461,804.848254853309,77.69539832984617,2.599594723668152,2.829590693026146,0.3167136432247099,0.1052482250260031,-1.6353786621086177,-3.0380711126167395,38.500521983468566,,14000000.0,-4.335838651289123,-117.0805246351428,-321.75573554947863,14788728.464259977,154.66938642806383,0.3187059504332809,0.1030166627805116,4068.5159711098,303094.08011242526,83321732.10743564,,12000000.0,11773.7594040504,7153532.201321525,2249405.424773428,55.65004881632031,-22.50135285747354,-9.305510954773924,-9.533445474381514,-2.541489882952483,-4.490258498420873,s00_features_asymmetry.csv,0
93,-5.986594408746607,4.439498039262269,0.4487201951063076,0.1898777484705693,1.7604736015446787,1.5218791416001718,-5.5228088815215,,12000000.0,5.023258963834365,-148.06701674721683,124.63436788359772,2.2247918857392284,-2.080787307814949,0.4914770884805179,0.2741139685016244,17.343949537568424,-2.5128411135383404,-337.8914144779709,,14000000.0,-5.961034355084077,231.80073077382812,623.506433905786,-5.177874418987043,-1.4580696929461452,0.346832377201545,0.1073978314273989,2.3042972802123,-2.855735936311976,-3.5612372577820954,,12000000.0,-11.60099616250498,-979.6455717700233,-83.06175643576253,11706254.178931331,168.5944157859848,0.2381153500718842,0.1155249792890537,2791.5960669028,225112.3030009368,92248409.0372745,,14000000.0,20545.111310178,7226139.988716586,2235212.481816743,-6.29051148264825,-6.344323987652449,-16.2628957321625,8.788486335670347,-4.788433485564881,12.399699620977987,s00_features_asymmetry.csv,1
